#name,K_VRH,E_VRH,G_VRH,Nu_VRH,Emax,Emin,Emax/Emin,Gmax,Gmin,Gmax/Gmin
Elate_out,21.89,13.85,4.97,0.39,19.25,11.00,1.75,7.08,3.89,1.82
